Crop_Type,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Days_Since_Watering,Plant_Health_Score,Plant_Health_Status
Wheat,15.1,51.8,40.2,7,11.7,Stressed
Rice,29.6,62.4,55.7,3,40.7,Stressed
Wheat,22.2,42.7,46.8,4,32.8,Stressed
Tomato,22.7,40.5,49.6,4,44.7,Stressed
Soybeans,18.9,65.4,48.2,5,33.2,Stressed
Soybeans,23.5,91.0,5.0,10,10.9,Stressed
Wheat,19.1,69.9,48.6,5,31.9,Stressed
Rice,21.7,41.8,85.7,1,65.5,Moderate
Rice,10.2,43.1,41.3,8,16.6,Stressed
Tomato,14.6,69.2,57.7,4,30.3,Stressed
Wheat,27.0,70.8,35.0,6,33.0,Stressed
Soybeans,32.6,60.8,61.0,1,25.6,Stressed
Rice,44.4,56.8,14.5,4,0.0,Stressed
Wheat,30.5,67.8,35.2,5,33.2,Stressed
Rice,21.9,44.5,83.0,1,54.3,Moderate
Rice,13.1,75.4,85.0,3,51.4,Moderate
Soybeans,28.2,65.3,48.2,3,29.5,Stressed
Corn,16.3,47.9,45.8,6,17.7,Stressed
Tomato,20.2,58.7,53.0,5,27.2,Stressed
Tomato,30.3,112.1,74.3,0,50.3,Moderate
Soybeans,26.8,55.6,44.2,4,32.7,Stressed
Rice,19.4,68.4,51.4,5,29.9,Stressed
Wheat,14.8,72.5,82.6,2,43.5,Stressed
Rice,26.3,62.9,68.5,1,45.2,Stressed
Soybeans,27.0,54.0,67.0,1,49.9,Stressed
Tomato,34.0,49.1,26.4,5,10.9,Stressed
Rice,10.0,57.4,68.0,5,27.3,Stressed
Tomato,25.7,57.9,26.1,6,23.1,Stressed
Wheat,30.5,79.1,31.0,5,18.1,Stressed
Tomato,22.5,84.0,46.5,6,31.5,Stressed
Tomato,15.4,87.2,66.0,3,46.7,Stressed
Corn,19.5,54.7,47.1,5,31.1,Stressed
Corn,25.2,75.7,71.0,2,55.4,Moderate
Corn,22.1,64.2,11.9,9,10.0,Stressed
Tomato,26.8,43.8,58.0,2,43.4,Stressed
Soybeans,32.7,37.7,13.2,6,0.0,Stressed
Tomato,22.6,55.2,79.4,1,55.5,Moderate
Soybeans,32.3,57.9,45.0,3,31.0,Stressed
Soybeans,24.3,46.6,19.6,7,19.8,Stressed
Corn,27.0,78.5,45.1,4,37.1,Stressed
Rice,24.3,82.3,46.3,4,37.5,Stressed
Wheat,27.2,57.2,41.2,4,33.5,Stressed
Corn,28.2,83.0,40.0,4,39.8,Stressed
Corn,28.9,66.4,42.8,4,26.1,Stressed
Rice,25.0,30.6,28.0,6,19.1,Stressed
Wheat,5.0,29.5,96.3,2,40.7,Stressed
Tomato,28.6,65.1,56.0,3,42.1,Stressed
Tomato,13.2,57.7,79.3,2,45.9,Stressed
Corn,21.4,46.0,83.1,1,52.6,Moderate
Wheat,10.7,66.6,64.0,5,26.1,Stressed
Corn,35.2,92.8,40.5,3,29.9,Stressed
Soybeans,27.5,61.1,58.2,3,31.9,Stressed
Corn,23.0,53.6,51.1,3,41.8,Stressed
Corn,33.5,49.5,13.3,6,0.0,Stressed
Tomato,28.2,42.2,67.3,1,39.4,Stressed
Tomato,25.7,72.2,45.9,4,38.8,Stressed
Tomato,27.4,53.6,29.5,6,27.9,Stressed
Soybeans,22.7,57.9,72.0,2,58.0,Moderate
Tomato,17.6,53.9,84.6,1,44.9,Stressed
Wheat,30.8,84.1,27.6,6,15.2,Stressed
Rice,24.6,38.7,43.1,4,28.2,Stressed
Wheat,14.4,70.3,71.6,3,43.2,Stressed
Wheat,28.0,73.1,60.3,2,43.6,Stressed
Tomato,25.2,48.9,28.0,6,27.9,Stressed
Rice,35.2,69.1,5.9,8,0.0,Stressed
Rice,26.6,57.5,5.3,10,5.6,Stressed
Rice,17.9,72.2,55.2,4,34.2,Stressed
Soybeans,14.3,45.5,38.9,7,15.4,Stressed
Tomato,32.6,64.0,45.9,3,29.8,Stressed
Rice,24.6,61.1,51.8,4,38.7,Stressed
Soybeans,19.8,68.1,46.1,5,32.8,Stressed
Corn,20.7,24.3,52.2,4,27.2,Stressed
Corn,32.8,49.2,54.7,2,36.2,Stressed
Soybeans,27.8,68.8,33.8,4,31.5,Stressed
Soybeans,31.6,86.3,18.7,6,13.7,Stressed
Tomato,26.5,75.7,54.5,4,39.4,Stressed
Tomato,20.0,66.1,54.1,3,38.6,Stressed
Corn,35.7,47.3,30.9,4,13.8,Stressed
Rice,22.7,64.5,62.5,2,44.1,Stressed
Corn,29.8,68.8,36.1,4,21.0,Stressed
Rice,31.5,86.7,57.4,2,39.5,Stressed
Rice,25.0,46.7,36.1,5,37.1,Stressed
Tomato,18.3,54.3,84.7,1,56.9,Moderate
Wheat,20.9,90.2,60.6,3,45.1,Stressed
Wheat,29.1,57.0,41.0,5,42.7,Stressed
Soybeans,28.2,67.4,70.2,1,53.9,Moderate
Tomato,32.8,44.1,24.4,6,1.6,Stressed
Rice,31.8,54.9,21.9,5,10.4,Stressed
Wheat,19.3,64.9,69.1,3,47.7,Stressed
Rice,33.7,54.3,23.0,5,16.3,Stressed
Wheat,18.8,62.7,50.7,5,27.4,Stressed
Wheat,28.6,63.8,25.1,5,17.9,Stressed
Wheat,39.5,61.1,26.0,4,2.2,Stressed
Tomato,26.9,48.8,32.4,6,26.1,Stressed
Corn,14.3,72.4,69.1,3,40.3,Stressed
Rice,23.0,62.7,40.4,5,21.2,Stressed
Tomato,38.0,50.0,9.0,7,0.0,Stressed
Tomato,23.8,47.9,38.5,3,32.1,Stressed
Tomato,33.0,44.5,34.1,4,18.0,Stressed
Tomato,19.3,78.1,75.8,3,54.4,Moderate
Tomato,22.9,49.3,65.8,3,52.8,Moderate
Soybeans,23.7,46.4,30.0,8,30.7,Stressed
Rice,36.7,45.2,43.2,2,16.8,Stressed
Tomato,23.2,30.2,58.2,3,51.8,Moderate
Rice,13.7,93.1,63.2,5,39.2,Stressed
Soybeans,39.3,61.3,5.0,7,0.0,Stressed
Soybeans,26.4,46.7,5.0,9,9.2,Stressed
Rice,28.9,54.8,65.6,2,44.5,Stressed
Wheat,15.4,41.2,69.6,3,38.7,Stressed
Corn,26.5,62.8,75.1,1,51.9,Moderate
Wheat,25.1,57.7,22.2,7,18.6,Stressed
Wheat,19.2,76.7,71.9,2,48.6,Stressed
Wheat,29.0,49.5,22.3,6,29.0,Stressed
Tomato,14.8,65.4,65.2,4,37.2,Stressed
Soybeans,19.2,60.3,60.6,3,35.1,Stressed
Wheat,32.3,47.1,54.8,2,31.8,Stressed
Soybeans,20.6,65.4,72.7,2,49.7,Stressed
Rice,22.0,58.8,59.5,3,40.3,Stressed
Corn,25.5,74.9,28.3,6,27.8,Stressed
Rice,22.8,66.0,51.9,4,42.9,Stressed
Rice,29.1,52.8,45.2,3,24.1,Stressed
Tomato,26.1,73.3,39.6,5,35.1,Stressed
Corn,16.0,64.3,35.8,7,24.2,Stressed
Rice,20.6,52.2,79.2,1,48.7,Stressed
Rice,19.9,74.2,55.9,4,39.3,Stressed
Corn,22.2,73.0,69.7,2,45.7,Stressed
Corn,25.7,46.4,26.0,6,24.2,Stressed
Rice,26.8,49.1,43.6,3,34.1,Stressed
Corn,10.8,61.9,29.8,9,4.7,Stressed
Rice,31.2,54.7,39.7,4,21.7,Stressed
Rice,24.5,55.2,9.7,9,4.2,Stressed
Tomato,18.3,48.1,60.8,3,30.4,Stressed
Wheat,30.7,62.6,13.9,7,0.0,Stressed
Rice,12.4,63.3,87.9,1,53.1,Moderate
Soybeans,15.5,38.5,27.8,9,6.5,Stressed
Wheat,37.8,54.2,58.1,0,25.2,Stressed
Wheat,25.9,51.6,57.2,2,47.6,Stressed
Wheat,20.6,64.2,40.7,5,36.4,Stressed
Tomato,25.7,68.6,65.5,2,63.8,Moderate
Rice,23.9,70.9,53.3,3,38.7,Stressed
Tomato,25.2,54.4,62.7,2,53.9,Moderate
Rice,27.9,68.0,37.2,5,21.3,Stressed
Tomato,23.8,37.5,55.7,3,45.2,Stressed
Tomato,27.1,80.0,55.5,3,43.1,Stressed
Soybeans,24.1,49.6,66.3,3,56.3,Moderate
Tomato,20.1,39.8,74.0,2,45.3,Stressed
Corn,18.4,49.7,35.0,7,15.7,Stressed
Soybeans,32.9,81.7,42.7,3,28.1,Stressed
Tomato,28.9,69.5,46.7,3,32.1,Stressed
Wheat,31.2,86.9,15.5,6,6.7,Stressed
Corn,25.0,64.5,43.5,5,43.7,Stressed
Corn,26.4,80.4,73.1,1,55.9,Moderate
Corn,23.9,54.6,58.7,3,38.5,Stressed
Soybeans,31.9,40.4,33.4,5,12.2,Stressed
Tomato,22.9,65.5,60.5,2,42.6,Stressed
Tomato,19.1,61.1,41.4,6,30.3,Stressed
Wheat,28.1,67.5,65.3,2,51.5,Moderate
Wheat,24.1,72.5,48.2,4,44.1,Stressed
Corn,26.5,66.0,61.4,2,54.5,Moderate
Wheat,29.3,58.6,39.6,4,33.9,Stressed
Soybeans,21.5,59.3,51.3,4,43.4,Stressed
Tomato,23.7,67.2,69.0,2,51.5,Moderate
Corn,23.1,38.0,66.6,3,50.7,Moderate
Wheat,32.7,49.5,33.5,4,15.4,Stressed
Soybeans,25.1,91.5,32.9,6,33.5,Stressed
Soybeans,25.9,52.8,72.7,2,54.2,Moderate
Wheat,18.1,70.2,33.0,6,16.1,Stressed
Tomato,29.4,54.1,57.8,1,36.7,Stressed
Wheat,27.6,56.9,54.4,3,35.8,Stressed
Corn,20.0,27.4,80.7,2,56.5,Moderate
Wheat,36.5,69.4,11.7,7,0.0,Stressed
Soybeans,27.0,51.9,41.9,4,22.4,Stressed
Wheat,21.3,29.5,38.3,6,17.0,Stressed
Tomato,25.0,38.9,35.2,6,26.8,Stressed
Rice,22.8,61.6,46.7,4,39.0,Stressed
Wheat,34.3,49.7,63.2,1,32.7,Stressed
Tomato,30.6,47.8,58.7,2,37.1,Stressed
Tomato,27.7,53.5,62.3,3,44.1,Stressed
Soybeans,35.3,13.0,10.9,8,0.0,Stressed
Tomato,18.8,35.8,38.3,7,32.7,Stressed
Tomato,29.7,69.6,70.1,0,53.9,Moderate
Tomato,28.3,67.7,59.9,3,32.1,Stressed
Tomato,23.6,68.4,61.0,3,52.9,Moderate
Corn,23.6,69.1,61.3,2,50.2,Moderate
Corn,30.5,66.6,5.0,9,0.0,Stressed
Soybeans,30.1,81.6,38.9,4,28.1,Stressed
Wheat,16.5,69.0,82.4,1,54.9,Moderate
Tomato,35.9,60.6,48.7,1,20.4,Stressed
Wheat,31.9,83.1,33.3,4,16.4,Stressed
Wheat,23.3,68.0,64.4,2,51.8,Moderate
Soybeans,20.3,68.6,66.3,3,46.1,Stressed
Tomato,31.7,52.5,34.9,4,14.8,Stressed
Tomato,28.0,60.5,34.1,5,33.6,Stressed
Rice,29.3,42.9,55.7,2,38.0,Stressed
Wheat,28.4,37.3,20.2,6,14.1,Stressed
Wheat,32.3,34.2,48.8,3,25.6,Stressed
Corn,30.1,56.7,48.9,3,26.5,Stressed
Rice,21.8,80.5,65.1,3,51.7,Moderate
Corn,21.4,66.5,66.1,2,39.7,Stressed
Corn,27.1,73.0,52.4,2,44.7,Stressed
Corn,38.7,47.0,37.8,2,17.9,Stressed
Soybeans,24.1,64.5,76.5,1,54.0,Moderate
Soybeans,27.2,90.5,54.6,2,46.7,Stressed
Corn,30.4,72.0,26.1,6,12.4,Stressed
Rice,22.5,54.4,57.6,3,46.3,Stressed
Wheat,29.8,34.6,43.7,5,27.5,Stressed
Rice,25.1,40.3,50.5,3,38.6,Stressed
Tomato,32.5,69.8,25.3,6,15.7,Stressed
Soybeans,19.3,63.3,69.8,3,45.8,Stressed
Wheat,38.9,87.0,10.6,6,0.0,Stressed
Wheat,23.1,61.0,82.2,2,64.9,Moderate
Tomato,28.1,37.7,27.4,5,19.1,Stressed
Tomato,25.0,56.6,61.9,2,49.6,Stressed
Corn,18.5,60.6,70.9,3,43.6,Stressed
Soybeans,30.0,54.2,30.2,5,20.7,Stressed
Soybeans,23.4,60.0,76.6,1,55.0,Moderate
Rice,28.2,65.6,67.8,2,48.2,Stressed
Corn,20.2,29.6,15.3,8,4.2,Stressed
Corn,23.4,49.9,72.0,2,52.9,Moderate
Corn,23.2,78.9,73.0,2,55.9,Moderate
Corn,28.3,84.2,57.1,2,45.5,Stressed
Soybeans,26.8,40.9,17.3,7,16.6,Stressed
Soybeans,23.9,40.9,17.3,8,18.8,Stressed
Corn,22.8,71.5,45.1,4,36.3,Stressed
Rice,26.9,90.4,68.0,1,50.6,Moderate
Wheat,26.2,63.3,33.6,6,19.2,Stressed
Wheat,25.8,61.6,53.4,4,40.2,Stressed
Rice,36.8,49.4,32.2,4,10.7,Stressed
Corn,28.3,75.2,54.1,3,33.5,Stressed
Soybeans,36.5,55.5,5.0,9,0.0,Stressed
Wheat,24.6,83.5,52.0,4,48.3,Stressed
Tomato,24.7,65.4,15.7,7,17.8,Stressed
Tomato,22.0,63.9,39.2,5,28.3,Stressed
Rice,26.8,47.7,41.4,5,28.6,Stressed
Corn,23.0,48.2,61.0,2,45.4,Stressed
Wheat,22.2,50.7,81.4,0,58.1,Moderate
Corn,13.6,58.6,41.2,7,18.9,Stressed
Wheat,33.8,76.6,45.3,2,24.4,Stressed
Rice,22.7,72.3,53.1,4,41.1,Stressed
Rice,33.8,53.0,35.9,4,18.7,Stressed
Tomato,24.4,28.6,50.8,5,34.6,Stressed
Corn,28.9,49.1,21.9,6,6.1,Stressed
Tomato,25.4,62.3,47.2,4,38.5,Stressed
Corn,27.5,63.5,65.4,1,51.2,Moderate
Tomato,18.9,87.5,77.5,2,46.8,Stressed
Soybeans,32.1,81.5,55.6,1,35.9,Stressed
Soybeans,22.8,71.9,53.2,4,34.8,Stressed
Soybeans,30.6,50.3,65.7,1,31.2,Stressed
Soybeans,16.2,64.2,61.6,4,54.0,Moderate
Wheat,20.5,67.7,69.9,2,50.1,Moderate
Soybeans,27.2,79.8,60.2,2,47.6,Stressed
Rice,24.0,45.2,43.1,4,39.5,Stressed
Rice,27.7,73.4,62.3,2,50.1,Moderate
Wheat,26.2,68.9,28.6,6,31.8,Stressed
Soybeans,36.0,52.4,64.8,2,44.9,Stressed
Soybeans,28.2,79.6,76.5,0,50.4,Moderate
Soybeans,22.4,31.6,24.1,7,21.1,Stressed
Tomato,22.6,92.6,52.1,4,34.2,Stressed
Corn,32.2,79.7,47.5,3,26.3,Stressed
Tomato,15.8,57.1,62.6,4,39.4,Stressed
Corn,28.4,53.7,18.7,7,14.3,Stressed
Soybeans,18.3,59.5,53.2,4,29.2,Stressed
Soybeans,31.7,48.7,49.8,3,27.3,Stressed
Tomato,22.4,56.6,56.7,3,44.8,Stressed
Tomato,28.2,72.3,36.5,5,24.0,Stressed
Corn,25.2,49.4,58.5,3,41.9,Stressed
Rice,16.7,74.1,100.0,1,63.9,Moderate
Corn,28.8,56.3,45.7,3,47.0,Stressed
Tomato,20.7,76.4,47.8,6,32.9,Stressed
Tomato,29.8,80.4,44.3,3,34.4,Stressed
Wheat,19.0,45.0,68.9,3,40.5,Stressed
Tomato,26.5,28.4,58.6,2,41.8,Stressed
Wheat,25.2,62.5,59.7,3,53.0,Moderate
Rice,21.4,63.8,77.6,1,52.6,Moderate
Corn,33.3,41.7,42.3,4,26.0,Stressed
Corn,25.2,85.0,39.6,5,38.7,Stressed
Wheat,22.5,54.6,28.1,7,15.2,Stressed
Corn,26.8,69.6,65.6,3,51.2,Moderate
Tomato,16.3,49.0,73.0,3,41.9,Stressed
Soybeans,39.7,37.6,12.3,6,0.0,Stressed
Wheat,18.5,77.5,50.2,7,30.2,Stressed
Corn,28.3,46.1,70.2,0,52.2,Moderate
Wheat,25.4,71.8,48.7,4,57.1,Moderate
Wheat,32.1,47.6,19.3,6,17.2,Stressed
Soybeans,26.1,56.7,52.2,3,33.1,Stressed
Tomato,21.2,57.6,64.3,3,43.5,Stressed
Wheat,13.9,59.6,51.0,5,25.7,Stressed
Corn,14.3,50.4,59.8,5,29.8,Stressed
Rice,23.6,70.8,39.5,5,28.8,Stressed
Wheat,33.2,74.1,60.5,2,33.3,Stressed
Wheat,15.0,78.3,34.6,7,20.4,Stressed
Soybeans,36.1,53.3,42.1,3,16.6,Stressed
Tomato,31.5,43.2,29.5,5,18.1,Stressed
Rice,16.9,63.2,87.4,1,49.5,Stressed
Corn,18.5,65.6,71.4,2,44.9,Stressed
Rice,19.1,65.6,62.1,4,45.6,Stressed
Corn,26.8,83.0,67.1,1,57.6,Moderate
Tomato,24.7,61.7,71.4,1,53.3,Moderate
Corn,24.4,91.5,47.5,4,45.8,Stressed
Soybeans,22.0,73.2,41.1,5,33.4,Stressed
Soybeans,26.1,73.7,37.6,5,27.9,Stressed
Soybeans,30.0,61.3,46.2,4,34.1,Stressed
Soybeans,24.2,55.3,51.8,3,42.4,Stressed
Rice,21.0,50.8,48.2,5,34.5,Stressed
Tomato,31.0,62.7,26.9,6,17.0,Stressed
Corn,23.7,73.1,53.5,3,43.0,Stressed
Corn,28.3,57.0,35.3,5,20.7,Stressed
Soybeans,24.4,54.4,42.6,4,36.6,Stressed
Soybeans,31.5,44.5,55.2,1,28.3,Stressed
Wheat,32.4,67.7,51.0,3,31.5,Stressed
Tomato,32.2,44.0,64.9,0,34.1,Stressed
Rice,21.7,66.0,76.0,1,57.8,Moderate
Corn,21.6,64.2,59.4,3,48.7,Stressed
Wheat,30.2,57.9,38.8,4,22.8,Stressed
Wheat,24.6,78.1,44.4,5,48.0,Stressed
Corn,24.8,83.9,38.8,5,41.7,Stressed
Rice,20.8,28.4,70.0,3,47.1,Stressed
Wheat,33.5,37.7,54.9,2,29.6,Stressed
Wheat,31.2,68.8,46.7,3,30.8,Stressed
Tomato,24.3,85.4,67.8,2,59.5,Moderate
Rice,21.1,39.6,35.4,6,24.9,Stressed
Wheat,20.9,66.3,46.9,5,36.3,Stressed
Rice,25.8,33.8,48.6,3,38.4,Stressed
Corn,27.3,32.2,82.6,0,60.8,Moderate
Soybeans,19.8,91.0,74.3,3,56.6,Moderate
Wheat,17.5,65.8,73.4,3,41.1,Stressed
Tomato,25.5,36.9,36.4,5,30.1,Stressed
Corn,30.2,56.8,63.2,1,38.9,Stressed
Rice,25.4,48.3,72.2,2,53.8,Moderate
Corn,23.5,53.6,64.1,2,43.1,Stressed
Wheat,18.2,55.3,69.5,3,41.1,Stressed
Rice,21.2,63.2,46.8,4,31.1,Stressed
Soybeans,30.3,66.7,64.0,1,37.6,Stressed
Corn,17.5,49.7,48.2,5,21.2,Stressed
Wheat,35.6,48.9,35.5,4,11.4,Stressed
Tomato,25.5,66.1,21.7,7,24.5,Stressed
Rice,15.5,50.2,37.2,6,14.8,Stressed
Corn,28.0,50.1,58.8,2,41.9,Stressed
Corn,27.7,61.6,20.0,6,18.1,Stressed
Soybeans,22.4,60.5,60.4,3,42.8,Stressed
Soybeans,30.6,53.3,47.5,4,35.4,Stressed
Tomato,21.3,75.8,39.4,6,25.5,Stressed
Tomato,28.8,67.4,51.7,3,33.5,Stressed
Wheat,24.8,90.3,53.9,4,42.8,Stressed
Wheat,23.3,56.3,41.1,5,36.7,Stressed
Tomato,33.1,70.6,46.8,3,19.1,Stressed
Tomato,30.9,81.9,25.8,5,18.2,Stressed
Rice,18.4,46.6,58.5,4,32.4,Stressed
Soybeans,27.3,54.6,27.8,5,21.8,Stressed
Wheat,36.4,78.4,27.1,4,13.1,Stressed
Soybeans,33.2,70.1,17.8,7,17.3,Stressed
Soybeans,19.5,59.7,67.1,2,39.4,Stressed
Tomato,34.6,39.3,18.6,6,0.0,Stressed
Rice,30.6,40.5,35.6,4,23.6,Stressed
Corn,18.7,53.2,51.5,5,30.2,Stressed
Rice,26.2,48.0,53.2,4,38.3,Stressed
Rice,27.9,48.3,39.8,4,36.6,Stressed
Soybeans,18.5,32.5,66.8,3,39.9,Stressed
Rice,29.2,39.7,52.9,2,27.1,Stressed
Wheat,39.6,46.8,31.3,4,0.5,Stressed
Soybeans,33.2,61.8,10.4,7,10.0,Stressed
Wheat,26.0,54.8,75.3,1,55.8,Moderate
Corn,23.3,60.9,39.5,6,33.4,Stressed
Soybeans,27.0,60.2,56.9,2,45.8,Stressed
Corn,19.1,34.5,76.3,1,43.0,Stressed
Soybeans,22.1,76.0,23.9,7,17.7,Stressed
Tomato,13.2,71.0,45.9,6,20.9,Stressed
Rice,27.6,60.6,68.3,2,51.4,Moderate
Tomato,23.0,52.1,52.6,4,38.3,Stressed
Corn,28.7,80.4,44.7,4,35.9,Stressed
Rice,25.7,44.8,64.1,2,41.9,Stressed
Soybeans,18.9,74.7,77.8,2,58.9,Moderate
Rice,26.2,47.0,52.0,4,32.4,Stressed
Wheat,20.7,79.7,50.7,5,35.7,Stressed
Rice,34.9,67.0,55.3,1,36.8,Stressed
Wheat,19.9,73.4,55.8,3,49.5,Stressed
Rice,22.2,63.2,56.2,3,31.1,Stressed
Wheat,18.9,66.7,52.4,5,24.0,Stressed
Corn,18.4,60.5,50.8,5,36.5,Stressed
Tomato,25.2,44.8,31.1,6,30.9,Stressed
Soybeans,17.5,76.4,43.4,6,27.7,Stressed
Rice,23.9,56.0,40.3,4,24.7,Stressed
Tomato,27.6,61.5,29.4,6,22.2,Stressed
Soybeans,22.5,36.2,55.1,3,39.5,Stressed
Soybeans,11.8,57.3,43.1,6,22.0,Stressed
Wheat,33.0,66.0,43.7,3,9.8,Stressed
Corn,26.6,85.9,34.8,5,29.1,Stressed
Corn,26.7,59.0,39.1,4,35.2,Stressed
Tomato,23.6,54.9,37.4,6,23.7,Stressed
Corn,29.9,50.1,45.8,3,29.2,Stressed
Rice,30.6,50.5,58.0,2,27.7,Stressed
Corn,31.2,86.8,24.7,4,13.4,Stressed
Tomato,26.6,44.0,44.9,4,30.6,Stressed
Corn,16.7,53.8,74.3,3,46.1,Stressed
Rice,27.4,81.4,53.5,3,48.6,Stressed
Wheat,26.6,77.3,51.0,4,38.2,Stressed
Tomato,21.7,94.7,26.3,8,27.5,Stressed
Wheat,20.2,76.1,74.2,2,47.4,Stressed
Wheat,28.3,63.7,43.7,4,42.1,Stressed
Wheat,24.5,69.3,29.4,7,25.2,Stressed
Soybeans,22.7,44.8,44.3,5,31.6,Stressed
Soybeans,35.0,58.5,35.0,3,18.7,Stressed
Wheat,29.0,45.5,38.1,5,27.3,Stressed
Tomato,27.6,81.4,56.9,3,45.8,Stressed
Rice,32.3,38.0,38.9,4,14.4,Stressed
Rice,27.0,56.3,39.0,4,27.7,Stressed
Corn,20.8,44.3,70.1,3,45.5,Stressed
Tomato,22.7,75.1,75.9,1,50.6,Moderate
Soybeans,29.4,62.5,43.6,4,32.4,Stressed
Wheat,28.7,59.6,30.4,6,26.0,Stressed
Corn,27.7,42.3,13.3,8,0.0,Stressed
Rice,18.2,81.4,48.6,4,32.9,Stressed
Soybeans,29.9,46.1,48.4,2,26.8,Stressed
Soybeans,24.6,53.9,58.8,4,54.1,Moderate
Wheat,28.6,59.9,38.2,5,29.4,Stressed
Rice,20.0,68.1,56.4,4,41.0,Stressed
Tomato,36.8,55.7,22.2,5,0.0,Stressed
Soybeans,26.5,81.6,50.8,4,35.6,Stressed
Wheat,22.5,60.8,40.4,5,25.6,Stressed
Tomato,28.9,85.0,42.4,5,34.2,Stressed
Rice,30.1,46.2,42.4,3,22.5,Stressed
Soybeans,28.8,67.9,50.4,3,37.0,Stressed
Tomato,19.0,48.9,61.0,4,36.1,Stressed
Tomato,31.9,57.7,16.6,7,0.0,Stressed
Tomato,22.9,40.0,39.5,6,29.0,Stressed
Soybeans,24.9,80.6,77.1,1,56.8,Moderate
Soybeans,11.7,80.6,91.4,1,47.3,Stressed
Corn,22.2,78.4,58.9,3,36.9,Stressed
Rice,22.2,74.4,59.6,3,44.3,Stressed
Wheat,27.7,101.2,57.4,3,40.1,Stressed
Tomato,21.9,63.2,72.5,2,58.4,Moderate
Corn,15.3,85.3,86.2,3,52.6,Moderate
Wheat,26.5,59.9,58.3,2,44.1,Stressed
Corn,23.5,69.2,48.0,5,28.9,Stressed
Soybeans,20.6,72.4,44.9,5,36.8,Stressed
Tomato,25.5,32.8,54.2,3,47.1,Stressed
Wheat,14.3,58.3,54.5,4,32.6,Stressed
Wheat,28.7,56.7,51.6,3,36.8,Stressed
Wheat,23.9,59.6,71.1,3,55.9,Moderate
Wheat,23.4,49.2,55.9,3,33.4,Stressed
Wheat,30.7,62.5,44.3,4,37.1,Stressed
Corn,21.8,65.4,33.8,5,22.4,Stressed
Tomato,26.6,44.9,38.0,5,45.4,Stressed
Soybeans,24.2,60.6,55.8,3,49.5,Stressed
Soybeans,44.3,56.3,11.5,5,0.0,Stressed
Soybeans,27.9,78.1,39.5,4,33.0,Stressed
Soybeans,18.2,68.7,46.6,5,30.7,Stressed
Corn,35.5,48.5,39.3,3,11.1,Stressed
Rice,31.3,74.7,51.2,3,35.4,Stressed
Tomato,25.3,59.2,53.6,4,39.8,Stressed
Wheat,22.4,60.9,61.7,2,43.8,Stressed
Rice,17.0,46.1,61.4,4,33.5,Stressed
Soybeans,27.6,63.0,23.5,7,13.1,Stressed
Rice,20.9,74.2,19.5,8,15.4,Stressed
Tomato,19.7,56.4,66.2,3,31.8,Stressed
Wheat,29.7,83.7,54.9,2,43.5,Stressed
Wheat,34.3,73.5,40.3,3,31.8,Stressed
Tomato,22.1,47.5,5.0,9,3.5,Stressed
Tomato,29.8,63.9,47.0,4,33.9,Stressed
Soybeans,26.3,39.4,53.0,3,36.6,Stressed
Wheat,27.2,45.5,68.0,2,54.3,Moderate
Rice,20.1,33.9,52.4,5,24.8,Stressed
Corn,23.7,35.9,64.6,2,34.1,Stressed
Corn,18.4,55.6,48.0,6,31.3,Stressed
Tomato,17.7,57.2,48.5,5,29.2,Stressed
Soybeans,28.1,63.4,19.7,7,14.1,Stressed
Corn,21.9,46.6,51.9,5,34.6,Stressed
Wheat,19.5,72.5,64.0,2,45.4,Stressed
Tomato,17.7,56.8,78.5,1,56.0,Moderate
Rice,15.9,64.7,86.2,2,53.8,Moderate
Tomato,13.3,11.7,92.2,1,58.3,Moderate
Rice,25.7,60.0,65.4,2,50.0,Stressed
Tomato,9.2,71.8,71.0,4,42.4,Stressed
Tomato,27.8,25.9,31.4,5,22.3,Stressed
Tomato,27.8,60.5,61.3,2,48.5,Stressed
Rice,24.4,48.2,42.8,5,30.4,Stressed
Rice,25.4,83.1,67.6,2,54.9,Moderate
Tomato,23.3,40.7,63.8,3,47.5,Stressed
Corn,26.4,92.4,60.5,2,47.0,Stressed
Soybeans,26.3,79.4,30.5,5,25.4,Stressed
Soybeans,32.8,61.7,46.2,3,22.6,Stressed
Soybeans,34.2,38.5,37.3,4,23.8,Stressed
Rice,34.0,53.1,39.5,3,21.0,Stressed
Rice,20.2,70.3,75.3,2,47.3,Stressed
Corn,29.5,61.7,34.1,5,26.2,Stressed
Soybeans,28.0,43.5,58.6,2,40.9,Stressed
Soybeans,21.1,76.6,28.9,7,23.4,Stressed
Tomato,19.7,58.6,86.6,0,49.5,Stressed
Rice,22.7,64.2,83.4,1,60.9,Moderate
Soybeans,18.6,74.9,65.7,3,43.8,Stressed
Corn,16.7,73.2,31.9,7,16.2,Stressed
Corn,28.0,76.2,39.3,4,27.8,Stressed
Soybeans,25.2,70.5,53.1,3,44.2,Stressed
Rice,25.2,50.0,39.5,6,36.8,Stressed
Corn,30.6,59.4,23.1,6,16.5,Stressed
Tomato,23.8,80.2,86.1,0,65.1,Moderate
Corn,30.0,39.8,17.8,6,10.2,Stressed
Wheat,20.6,43.1,55.3,3,32.3,Stressed
Wheat,20.5,68.1,80.9,1,58.6,Moderate
Rice,25.1,58.6,55.7,2,43.0,Stressed
