city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month,value_sales,volume_sales,average_price
MAKKAH,HM No  58612  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,LARA,CORN,9L,LARA CORN 9L ECO,31-40,2022,3,152.0,3.8,40.0
AL KHARJ,HM No  73976  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,GULF GOLD,CORN,2.9L,GULF GOLD CORN 2.9L PLUS,61-70,2022,8,567.0,8.1,70.0
JEDDAH,HM No  59224  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,1.5L,RAWABI VEGETABLE 1.5L,71-80,2022,5,844.9,11.9,71.0
AL KHARJ,HM No  58099  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,NOUR,CORN,4L,NOUR CORN 4L ECO,61-70,2022,11,70.0,1.0,70.0
TAIF,HM No  80898  GS-CENTER-TAIF MAIN RD  TAIF,NOVA FOODS,RIMAL,VEGETABLE,1.5L,RIMAL VEGETABLE 1.5L PREMIUM,41-50,2024,2,1890.1,46.1,41.0
AL BAHA,HM No  80426  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,RAWABI,CANOLA,0.6L,RAWABI CANOLA 0.6L,11-20$,2023,8,83.16,7.3,11.39
JEDDAH,HM No  56369  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L ECO,61-70,2024,12,945.0,13.5,70.0
MAKKAH,HM No  85402  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,RIMAL,COCONUT,1.8L,RIMAL COCONUT 1.8L FAMILY PACK,21-30,2023,10,363.0,12.1,30.0
JAZAN,HM No  68333  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,NOUR,COCONUT,2.9L,NOUR COCONUT 2.9L ECO,41-50,2023,2,175.0,3.5,50.0
AL BAHA,HM No  74073  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,NAJMA,SUNFLOWER,1L,NAJMA SUNFLOWER 1L TWIN PACK,21-30,2023,2,498.0,16.6,30.0
AL BAHA,HM No  63900  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,NAJMA,CORN,0.75L,NAJMA CORN 0.75L TWIN PACK,101+,2022,2,2464.4,24.4,101.0
AL KHARJ,HM No  63576  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,HILAL,CORN,10L,HILAL CORN 10L TWIN PACK,101+,2022,5,980.0,7.0,140.0
DAMMAM,HM No  58519  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,GULF GOLD,CANOLA,4.5L,GULF GOLD CANOLA 4.5L,31-40,2022,6,420.0,10.5,40.0
TAIF,HM No  88591  GS-CENTER-TAIF MAIN RD  TAIF,DESERT SUN CO,NAJMA,COCONUT,1L,NAJMA COCONUT 1L,31-40,2024,7,636.0,15.9,40.0
AL KHARJ,HM No  57448  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,10L,SABAYA SUNFLOWER 10L PLUS,91-100,2024,2,410.0,4.1,100.0
YANBU,HM No  83019  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,RIMAL,CANOLA,9L,RIMAL CANOLA 9L FAMILY PACK,91-100,2023,8,100.0,1.0,100.0
AL BAHA,HM No  52041  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,SABAYA,SUNFLOWER,1.8L,SABAYA SUNFLOWER 1.8L FAMILY PACK,21-30,2023,12,15.0,0.5,30.0
YANBU,HM No  54816  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,NOUR,VEGETABLE,0.6L,NOUR VEGETABLE 0.6L,31-40,2023,10,241.8,7.8,31.0
AL BAHA,HM No  88362  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RAWABI,VEGETABLE,3L,RAWABI VEGETABLE 3L PLUS,81-90,2024,10,720.9,8.9,81.0
JAZAN,HM No  56499  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L ECO,41-50,2023,6,25.0,0.5,50.0
YANBU,HM No  76131  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,ZAHRA,CORN,1.8L,ZAHRA CORN 1.8L PLUS,51-60,2023,3,270.0,4.5,60.0
AL BAHA,HM No  81081  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,ZAHRA,CANOLA,0.5L,ZAHRA CANOLA 0.5L ECO,21-30,2024,12,155.4,7.4,21.0
HAIL,HM No  58527  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,RIMAL,VEGETABLE,3L,RIMAL VEGETABLE 3L PLUS,21-30,2023,6,72.0,2.4,30.0
AL BAHA,HM No  99170  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,NAJMA,CORN,4L,NAJMA CORN 4L PLUS,61-70,2022,10,63.0,0.9,70.0
AL KHARJ,HM No  63942  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,SABAYA,COCONUT,0.5L,SABAYA COCONUT 0.5L PLUS,91-100,2023,2,691.6,7.6,91.0
TABUK,HM No  87624  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L PREMIUM,101+,2024,11,1414.0,10.1,140.0
AL KHARJ,HM No  51720  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NAJDI CONSUMER,NAJMA,COCONUT,1L,NAJMA COCONUT 1L FAMILY PACK,51-60,2023,6,1897.2,37.2,51.0
RIYADH,HM No  61888  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,RIMAL,SUNFLOWER,0.5L,RIMAL SUNFLOWER 0.5L TWIN PACK,11-20$,2022,12,56.37,3.9,14.45
AL KHARJ,HM No  64098  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,1.5L,RAWABI SUNFLOWER 1.5L TWIN PACK,61-70,2023,12,195.2,3.2,61.0
HAIL,HM No  87197  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,NAJMA,COCONUT,0.6L,NAJMA COCONUT 0.6L PREMIUM,11-20$,2024,2,16.0,0.8,20.0
TABUK,HM No  79039  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,SABAYA,VEGETABLE,2.9L,SABAYA VEGETABLE 2.9L ECO,51-60,2022,9,1677.9,32.9,51.0
JEDDAH,HM No  72621  GS-CENTER-JEDDAH MAIN RD  JEDDAH,PALM & GRAIN GROUP,ZAHRA,CORN,4.5L,ZAHRA CORN 4.5L FAMILY PACK,101+,2023,9,1666.0,11.9,140.0
AL BAHA,HM No  70212  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L,11-20$,2022,5,38.0,1.9,20.0
TAIF,HM No  58993  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,LARA,CORN,0.5L,LARA CORN 0.5L,81-90,2024,7,234.9,2.9,81.0
DAMMAM,HM No  58466  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,BAYTNA,COCONUT,3L,BAYTNA COCONUT 3L PREMIUM,61-70,2022,7,875.0,12.5,70.0
MAKKAH,HM No  52772  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,NAJMA,SUNFLOWER,0.5L,NAJMA SUNFLOWER 0.5L PLUS,101+,2023,10,333.3,3.3,101.0
JAZAN,HM No  96497  GS-CENTER-JAZAN MAIN RD  JAZAN,PALM & GRAIN GROUP,LARA,CANOLA,1.8L,LARA CANOLA 1.8L,61-70,2022,10,817.4,13.4,61.0
YANBU,HM No  95194  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,ZAHRA,SUNFLOWER,0.5L,ZAHRA SUNFLOWER 0.5L TWIN PACK,71-80,2024,7,674.5,9.5,71.0
AL KHARJ,HM No  55154  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,LARA,CORN,0.75L,LARA CORN 0.75L PLUS,31-40,2022,9,86.8,2.8,31.0
AL BAHA,HM No  57472  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,NOUR,CORN,9L,NOUR CORN 9L FAMILY PACK,31-40,2022,2,568.0,14.2,40.0
DAMMAM,HM No  66775  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,0.6L,GULF GOLD VEGETABLE 0.6L FAMILY PACK,21-30,2022,11,25.2,1.2,21.0
YANBU,HM No  80405  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,RIMAL,VEGETABLE,1.5L,RIMAL VEGETABLE 1.5L FAMILY PACK,61-70,2022,8,30.5,0.5,61.0
JEDDAH,HM No  80731  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,LARA,CORN,4L,LARA CORN 4L,61-70,2024,2,854.0,12.2,70.0
TABUK,HM No  80260  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,NAJMA,CANOLA,1.5L,NAJMA CANOLA 1.5L PLUS,21-30,2024,2,30.0,1.0,30.0
AL AHSA,HM No  88933  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,SABAYA,VEGETABLE,3L,SABAYA VEGETABLE 3L FAMILY PACK,11-20$,2023,10,128.0,6.4,20.0
AL BAHA,HM No  62336  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RIMAL,SUNFLOWER,3L,RIMAL SUNFLOWER 3L TWIN PACK,11-20$,2023,2,114.0,5.7,20.0
HAIL,HM No  96813  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,BAYTNA,COCONUT,0.2L,BAYTNA COCONUT 0.2L TWIN PACK,81-90,2023,9,777.6,9.6,81.0
AL KHARJ,HM No  89964  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NOUR,CORN,1L,NOUR CORN 1L ECO,71-80,2023,11,35.5,0.5,71.0
AL AHSA,HM No  53431  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,ZAHRA,CORN,0.5L,ZAHRA CORN 0.5L PREMIUM,71-80,2023,5,695.8,9.8,71.0
MAKKAH,HM No  93028  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,NOUR,CANOLA,4L,NOUR CANOLA 4L FAMILY PACK,31-40,2023,5,776.0,19.4,40.0
AL BAHA,HM No  95775  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,GULF GOLD,VEGETABLE,9L,GULF GOLD VEGETABLE 9L,51-60,2024,7,108.0,1.8,60.0
AL BAHA,HM No  71527  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L FAMILY PACK,71-80,2024,6,824.0,10.3,80.0
RIYADH,HM No  73763  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,GULF GOLD,COCONUT,1.5L,GULF GOLD COCONUT 1.5L ECO,41-50,2022,3,407.26,8.8,46.28
DAMMAM,HM No  55057  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,ZAHRA,VEGETABLE,10L,ZAHRA VEGETABLE 10L PREMIUM,91-100,2022,11,860.0,8.6,100.0
HAIL,HM No  90503  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,RIMAL,SUNFLOWER,0.6L,RIMAL SUNFLOWER 0.6L TWIN PACK,31-40,2024,10,319.3,10.3,31.0
DAMMAM,HM No  97263  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,NAJMA,SUNFLOWER,1.5L,NAJMA SUNFLOWER 1.5L FAMILY PACK,41-50,2023,10,333.86,7.9,42.26
TABUK,HM No  99308  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,HILAL,VEGETABLE,0.75L,HILAL VEGETABLE 0.75L PLUS,81-90,2022,6,396.9,4.9,81.0
AL BAHA,HM No  87383  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,SABAYA,CORN,10L,SABAYA CORN 10L ECO,91-100,2024,7,2360.0,23.6,100.0
DAMMAM,HM No  63087  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,LARA,CANOLA,4.5L,LARA CANOLA 4.5L ECO,61-70,2024,2,49.0,0.7,70.0
MAKKAH,HM No  83810  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,LARA,CANOLA,10L,LARA CANOLA 10L TWIN PACK,51-60,2023,9,30.0,0.5,60.0
DAMMAM,HM No  78670  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,HILAL,SUNFLOWER,1.5L,HILAL SUNFLOWER 1.5L,71-80,2022,7,816.5,11.5,71.0
AL KHARJ,HM No  74507  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,RAWABI,CANOLA,1.5L,RAWABI CANOLA 1.5L TWIN PACK,11-20$,2023,2,76.0,3.8,20.0
MAKKAH,HM No  92595  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,GULF GOLD,COCONUT,0.2L,GULF GOLD COCONUT 0.2L PLUS,81-90,2024,3,40.5,0.5,81.0
MAKKAH,HM No  80743  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,RIMAL,CANOLA,0.5L,RIMAL CANOLA 0.5L,51-60,2022,3,168.3,3.3,51.0
AL KHARJ,HM No  97660  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,ZAHRA,CORN,0.75L,ZAHRA CORN 0.75L PLUS,21-30,2022,4,249.9,11.9,21.0
JAZAN,HM No  91874  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,ZAHRA,CANOLA,2.9L,ZAHRA CANOLA 2.9L PREMIUM,91-100,2022,11,1911.0,21.0,91.0
AL KHARJ,HM No  87686  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,AL HILAL INDUSTRIES,GULF GOLD,CORN,1.8L,GULF GOLD CORN 1.8L,101+,2023,4,1646.3,16.3,101.0
AL AHSA,HM No  77300  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,ZAHRA,VEGETABLE,1.5L,ZAHRA VEGETABLE 1.5L,91-100,2024,9,182.0,2.0,91.0
AL KHARJ,HM No  86316  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,RAWABI,SUNFLOWER,0.2L,RAWABI SUNFLOWER 0.2L FAMILY PACK,71-80,2023,5,1164.4,16.4,71.0
MAKKAH,HM No  51064  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,ZAHRA,CORN,0.75L,ZAHRA CORN 0.75L FAMILY PACK,21-30,2024,12,148.55,5.3,28.03
HAIL,HM No  58743  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,NOUR,VEGETABLE,1.5L,NOUR VEGETABLE 1.5L FAMILY PACK,31-40,2024,8,465.0,15.0,31.0
MAKKAH,HM No  81361  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,GULF GOLD,CANOLA,9L,GULF GOLD CANOLA 9L ECO,11-20$,2023,4,534.0,26.7,20.0
RIYADH,HM No  63072  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,NOUR,CORN,3L,NOUR CORN 3L ECO,91-100,2023,5,560.0,5.6,100.0
RIYADH,HM No  99367  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,LARA,CORN,10L,LARA CORN 10L,61-70,2023,2,980.0,14.0,70.0
HAIL,HM No  78636  GS-CENTER-HAIL MAIN RD  HAIL,PALM & GRAIN GROUP,SABAYA,SUNFLOWER,1.5L,SABAYA SUNFLOWER 1.5L TWIN PACK,81-90,2024,8,1887.3,23.3,81.0
HAIL,HM No  84031  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,ZAHRA,SUNFLOWER,0.5L,ZAHRA SUNFLOWER 0.5L ECO,101+,2022,9,1767.5,17.5,101.0
TABUK,HM No  71050  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,ZAHRA,CORN,4.5L,ZAHRA CORN 4.5L PLUS,51-60,2023,10,1356.0,22.6,60.0
MAKKAH,HM No  77925  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,SABAYA,CORN,2.9L,SABAYA CORN 2.9L,61-70,2024,7,35.0,0.5,70.0
TABUK,HM No  91908  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,ZAHRA,SUNFLOWER,1.5L,ZAHRA SUNFLOWER 1.5L PREMIUM,31-40,2022,3,40.0,1.0,40.0
AL AHSA,HM No  94439  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,NAJMA,COCONUT,0.5L,NAJMA COCONUT 0.5L TWIN PACK,61-70,2023,7,1830.0,30.0,61.0
AL AHSA,HM No  52122  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,SABAYA,CORN,1.5L,SABAYA CORN 1.5L ECO,21-30,2024,3,255.0,8.5,30.0
AL KHARJ,HM No  74048  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,NOUR,CORN,0.75L,NOUR CORN 0.75L,11-20$,2024,3,120.0,6.0,20.0
YANBU,HM No  83930  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,BAYTNA,CANOLA,1L,BAYTNA CANOLA 1L PLUS,81-90,2022,10,324.0,4.0,81.0
TABUK,HM No  95480  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,HILAL,CANOLA,0.6L,HILAL CANOLA 0.6L,81-90,2022,12,1134.0,14.0,81.0
YANBU,HM No  55753  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,NOUR,CANOLA,3L,NOUR CANOLA 3L PREMIUM,51-60,2023,3,936.0,15.6,60.0
MAKKAH,HM No  96501  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,NOUR,VEGETABLE,0.75L,NOUR VEGETABLE 0.75L,41-50,2022,4,278.8,6.8,41.0
YANBU,HM No  51722  GS-CENTER-YANBU MAIN RD  YANBU,DESERT SUN CO,BAYTNA,VEGETABLE,1.5L,BAYTNA VEGETABLE 1.5L ECO,91-100,2022,10,728.0,8.0,91.0
JEDDAH,HM No  54308  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,RAWABI,SUNFLOWER,3L,RAWABI SUNFLOWER 3L ECO,71-80,2024,2,1752.0,21.9,80.0
DAMMAM,HM No  70776  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,4.5L,SABAYA SUNFLOWER 4.5L PREMIUM,61-70,2022,9,84.0,1.2,70.0
AL BAHA,HM No  88521  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,GULF GOLD,SUNFLOWER,3L,GULF GOLD SUNFLOWER 3L,21-30,2024,3,429.0,14.3,30.0
TABUK,HM No  60790  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,NOUR,COCONUT,1.5L,NOUR COCONUT 1.5L PREMIUM,51-60,2022,5,66.0,1.1,60.0
TAIF,HM No  91619  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,GULF GOLD,CORN,4L,GULF GOLD CORN 4L PREMIUM,21-30,2024,11,363.0,12.1,30.0
DAMMAM,HM No  88784  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,GULF GOLD,VEGETABLE,9L,GULF GOLD VEGETABLE 9L PREMIUM,61-70,2024,1,1211.0,17.3,70.0
RIYADH,HM No  55323  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,RIMAL,CORN,4.5L,RIMAL CORN 4.5L TWIN PACK,101+,2023,10,112.0,0.8,140.0
AL BAHA,HM No  51984  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,BAYTNA,CORN,4.5L,BAYTNA CORN 4.5L PLUS,81-90,2022,11,3888.0,43.2,90.0
JAZAN,HM No  69492  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,ZAHRA,CANOLA,0.6L,ZAHRA CANOLA 0.6L ECO,71-80,2023,8,326.6,4.6,71.0
TAIF,HM No  72294  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,NOUR,CORN,9L,NOUR CORN 9L PLUS,71-80,2022,6,2352.0,29.4,80.0
AL KHARJ,HM No  86808  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,NOUR,COCONUT,2.9L,NOUR COCONUT 2.9L,51-60,2023,4,840.0,14.0,60.0
DAMMAM,HM No  56344  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,LARA,SUNFLOWER,4L,LARA SUNFLOWER 4L ECO,41-50,2022,6,45.0,0.9,50.0
AL AHSA,HM No  97259  GS-CENTER-AL AHSA MAIN RD  AL AHSA,DESERT SUN CO,HILAL,COCONUT,2.9L,HILAL COCONUT 2.9L PREMIUM,81-90,2023,5,738.0,8.2,90.0
YANBU,HM No  51518  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,RAWABI,VEGETABLE,2.9L,RAWABI VEGETABLE 2.9L TWIN PACK,41-50,2024,6,1185.0,23.7,50.0
RIYADH,HM No  53312  GS-CENTER-RIYADH MAIN RD  RIYADH,NAJDI CONSUMER,SABAYA,VEGETABLE,4.5L,SABAYA VEGETABLE 4.5L FAMILY PACK,81-90,2023,9,550.8,6.8,81.0
RIYADH,HM No  57044  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,GULF GOLD,CORN,9L,GULF GOLD CORN 9L PLUS,71-80,2023,1,504.0,6.3,80.0
JAZAN,HM No  53352  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,NOUR,VEGETABLE,1L,NOUR VEGETABLE 1L,71-80,2024,8,92.3,1.3,71.0
AL KHARJ,HM No  68331  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,GULF GOLD,CANOLA,1.8L,GULF GOLD CANOLA 1.8L PLUS,61-70,2024,6,640.5,10.5,61.0
DAMMAM,HM No  63045  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,BAYTNA,CANOLA,0.2L,BAYTNA CANOLA 0.2L,31-40,2024,6,272.8,8.8,31.0
YANBU,HM No  84034  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,GULF GOLD,VEGETABLE,3L,GULF GOLD VEGETABLE 3L TWIN PACK,61-70,2024,6,329.0,4.7,70.0
DAMMAM,HM No  75752  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,RIMAL,CORN,3L,RIMAL CORN 3L PREMIUM,91-100,2023,12,1847.3,20.3,91.0
AL AHSA,HM No  69647  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,NAJMA,CORN,1.5L,NAJMA CORN 1.5L FAMILY PACK,21-30,2023,10,990.0,33.0,30.0
TABUK,HM No  97534  GS-CENTER-TABUK MAIN RD  TABUK,NOVA FOODS,RIMAL,SUNFLOWER,1L,RIMAL SUNFLOWER 1L FAMILY PACK,101+,2024,4,3535.0,35.0,101.0
MAKKAH,HM No  53365  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,GULF GOLD,VEGETABLE,4.5L,GULF GOLD VEGETABLE 4.5L FAMILY PACK,101+,2023,3,2242.2,22.2,101.0
AL BAHA,HM No  65872  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,RIMAL,CANOLA,0.75L,RIMAL CANOLA 0.75L,81-90,2023,7,4017.6,49.6,81.0
DAMMAM,HM No  77063  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L PREMIUM,81-90,2024,12,729.0,8.1,90.0
RIYADH,HM No  96253  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,BAYTNA,COCONUT,3L,BAYTNA COCONUT 3L PLUS,81-90,2024,7,666.0,7.4,90.0
HAIL,HM No  61349  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,BAYTNA,CORN,3L,BAYTNA CORN 3L PLUS,51-60,2024,8,714.0,11.9,60.0
TAIF,HM No  66155  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,BAYTNA,CORN,0.75L,BAYTNA CORN 0.75L PLUS,51-60,2024,4,504.9,9.9,51.0
MAKKAH,HM No  96202  GS-CENTER-MAKKAH MAIN RD  MAKKAH,BLUE OASIS CO,NOUR,SUNFLOWER,1.5L,NOUR SUNFLOWER 1.5L PREMIUM,51-60,2023,2,1178.1,23.1,51.0
AL AHSA,HM No  94343  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,RAWABI,CORN,10L,RAWABI CORN 10L TWIN PACK,51-60,2022,5,198.0,3.3,60.0
MAKKAH,HM No  55179  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,SABAYA,CORN,9L,SABAYA CORN 9L ECO,41-50,2022,9,1105.0,22.1,50.0
TABUK,HM No  86832  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,GULF GOLD,CANOLA,4L,GULF GOLD CANOLA 4L FAMILY PACK,101+,2022,4,979.7,9.7,101.0
RIYADH,HM No  93898  GS-CENTER-RIYADH MAIN RD  RIYADH,AL HILAL INDUSTRIES,HILAL,CANOLA,0.5L,HILAL CANOLA 0.5L ECO,61-70,2024,8,128.1,2.1,61.0
JEDDAH,HM No  94642  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,NAJMA,VEGETABLE,0.6L,NAJMA VEGETABLE 0.6L ECO,81-90,2023,11,356.4,4.4,81.0
TAIF,HM No  99539  GS-CENTER-TAIF MAIN RD  TAIF,NAJDI CONSUMER,NOUR,CORN,4.5L,NOUR CORN 4.5L,21-30,2024,10,24.0,0.8,30.0
TAIF,HM No  85071  GS-CENTER-TAIF MAIN RD  TAIF,NOVA FOODS,GULF GOLD,SUNFLOWER,0.6L,GULF GOLD SUNFLOWER 0.6L,71-80,2023,3,3038.8,42.8,71.0
MAKKAH,HM No  68970  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,NAJMA,CORN,4L,NAJMA CORN 4L PREMIUM,21-30,2023,5,231.0,7.7,30.0
YANBU,HM No  92029  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,GULF GOLD,VEGETABLE,2.9L,GULF GOLD VEGETABLE 2.9L PLUS,41-50,2022,6,840.0,16.8,50.0
